codigodanedepartamento,codigodanemunicipio,tipoarea,ano,mes,condicion
50,5037,1,2011,7,2
50,5037,1,2011,7,2
50,5037,1,2011,7,2
50,5037,1,2011,7,2
50,5037,1,2011,7,2
86,86568,1,2011,7,2
81,81794,1,2011,7,2
81,81794,1,2011,7,2
73,73555,1,2011,7,2
52,52835,1,2011,6,1
52,52835,1,2011,6,1
19,19585,1,2011,6,1
19,19075,1,2011,6,1
5,5134,1,2011,7,2
5,5134,1,2011,7,2
73,73555,1,2011,7,2
86,86568,1,2011,7,2
68,68296,1,1997,2,1
13,13688,1,1994,8,1
13,13688,1,2001,10,1
19,19701,1,2011,4,1
19,19701,1,2011,4,1
19,19142,1,2011,7,1
13,1316,1,2010,12,1
18,18753,1,2011,8,2
18,18753,1,2011,8,2
13,13688,1,2010,4,1
18,18592,1,2011,8,2
13,1381,1,2002,2,1
18,18592,1,2011,8,2
41,4102,1,2011,7,2
18,18592,1,2011,8,2
18,18592,1,2011,8,2
86,86571,1,2011,7,2
73,73616,1,2011,8,2
19,19256,1,2011,8,2
5,5197,1,2005,11,1
41,41359,1,2011,8,2
23,2358,1,2011,8,2
5,504,1,2011,8,2
19,1905,1,2011,8,2
5,504,1,2011,8,2
5,504,1,2011,8,2
81,81794,1,2011,7,1
81,81794,1,2011,7,1
81,81794,1,2011,7,1
76,76111,2,2010,4,1
5,579,1,2011,8,2
54,54206,1,2011,8,2
50,5037,1,2011,8,2
54,548,1,2011,8,2
19,1905,1,2011,8,2
5,5234,1,2011,8,2
52,52079,1,2011,2,1
27,27245,1,2011,5,1
5,5002,1,2005,11,1
73,73555,1,2011,8,2
86,86568,1,2011,8,2
86,86568,1,2011,8,2
86,86757,1,2011,8,2
18,18592,1,2011,8,2
54,5425,1,2011,8,2
73,73616,1,2011,8,2
73,73616,1,2011,8,2
73,73616,1,2011,8,2
73,73616,1,2011,8,2
73,73616,1,2011,8,2
73,73675,1,2011,8,2
50,5037,1,2011,8,2
86,86568,1,2011,8,2
81,81794,1,2010,9,1
81,81794,1,2010,7,1
52,52356,1,2011,8,1
18,1841,1,2011,9,1
18,1841,1,2011,9,1
18,1841,1,2011,9,1
5,5055,1,2011,4,1
5,5628,1,2010,6,1
19,19075,1,2006,9,1
54,548,1,2011,9,2
73,73168,1,2011,9,2
5,5361,1,2011,9,2
18,18753,1,2011,9,2
18,18753,1,2011,9,2
5,579,1,2011,9,2
5,5628,1,2010,6,1
5,5628,1,2010,6,1
5,5361,1,2011,4,1
5,5854,1,2011,9,2
23,23807,1,2011,9,2
73,73555,1,2011,9,2
73,73555,1,2011,9,2
86,86568,1,2011,9,2
5,579,1,2011,9,2
86,86568,1,2011,9,2
5,579,1,2011,7,1
5,5107,1,2011,9,2
5,5107,1,2011,9,2
5,5107,1,2011,9,2
73,73555,1,2011,9,2
73,73555,1,2011,9,2
73,73555,1,2011,9,2
73,73555,1,2011,9,2
5,5134,1,2011,7,1
5,579,1,2011,6,1
54,5472,1,2007,1,1
54,5425,1,2011,5,1
54,54261,1,2011,8,1
54,54261,1,2011,8,1
76,76563,1,2011,8,1
23,2358,1,2011,7,1
23,2358,1,2011,7,1
18,1841,1,2011,8,1
5,5361,1,2011,9,1
81,81065,1,2011,9,1
81,81065,1,2011,9,1
5,5107,1,2011,9,2
5,5107,1,2011,9,2
81,81794,1,2011,9,2
73,73236,1,2011,10,2
5,5647,1,2011,7,2
5,5647,1,2011,7,2
23,2358,1,2011,7,1
5,579,1,2011,8,1
5,5847,1,2011,10,2
13,13688,1,2011,10,2
18,18001,1,2011,10,2
41,41206,1,2011,10,2
23,2358,1,2011,10,2
73,73168,1,2011,10,2
73,73616,1,2011,10,2
73,73616,1,2011,10,2
73,73616,1,2011,10,2
54,548,1,2011,10,2
76,76275,1,2011,10,2
86,86757,1,2011,7,1
86,86573,1,2011,11,2
5,5315,1,2011,11,2
50,5037,1,2011,11,2
50,5037,1,2011,11,2
73,73616,1,2011,11,2
73,73616,1,2011,11,2
52,52427,1,2011,11,2
5,504,1,2011,11,2
5,5854,1,2011,11,2
5,5854,1,2011,11,2
41,41206,1,2011,11,2
5,504,1,2011,11,2
50,50223,1,2011,11,2
5,504,1,2011,11,2
5,504,1,2011,11,2
5,579,1,2010,12,2
5,504,1,2010,12,2
23,2358,1,2010,12,2
23,2358,1,2011,3,2
23,23807,1,2012,3,1
76,76275,1,2007,5,2
19,1978,1,2011,10,1
17,17662,1,2005,7,1
17,17662,1,2006,8,2
5,5042,1,2004,3,2
20,20443,1,2011,11,1
73,73555,1,2011,11,1
23,23001,1,2011,12,1
54,548,1,2011,12,1
19,19212,1,2011,12,1
19,1905,1,1996,6,2
5,504,1,2011,12,2
5,504,1,2011,12,2
5,504,1,2011,12,2
5,504,1,2011,12,2
5,5854,1,2011,12,2
5,5854,1,2011,12,2
5,504,1,2011,12,2
5,504,1,2011,12,2
19,1905,1,2011,12,2
19,1905,1,2011,12,2
41,41001,1,2011,11,2
41,41001,1,2011,11,2
41,41001,1,2011,11,2
41,41001,1,2011,11,2
52,52835,1,2011,11,2
52,52835,1,2011,11,2
54,548,1,2011,12,2
54,548,1,2011,12,2
54,548,1,2011,12,2
54,548,1,2011,12,2
73,73555,1,2011,12,2
73,73555,1,2011,12,2
73,73555,1,2011,12,2
73,73555,1,2011,12,2
73,73555,1,2011,12,2
18,1841,1,2011,12,2
85,8501,1,2011,12,2
23,23807,1,2011,12,2
23,23807,1,2011,12,2
41,41206,1,2011,12,2
41,41206,1,2011,12,2
41,41206,1,2011,12,2
41,41359,1,2011,12,2
18,18205,1,2012,2,1
76,76275,1,2012,2,1
76,76275,1,2012,2,1
50,5033,1,2011,12,2
50,5033,1,2011,12,2
50,5033,1,2011,12,2
76,76563,1,2011,12,2
73,73616,1,2011,12,2
76,76275,1,2012,2,1
76,76275,1,2012,2,1
52,52696,1,2012,2,1
52,52696,1,2012,2,1
52,52696,1,2012,2,1
52,52696,1,2012,2,1
52,52696,1,2012,2,1
52,52696,1,2012,2,1
52,52696,1,2012,2,1
52,52696,1,2012,2,1
5,5361,1,2011,11,1
5,5887,1,2011,10,1
5,5134,1,2011,8,1
52,52835,1,2011,2,1
86,86569,1,2011,8,1
86,86568,1,2011,8,1
73,73555,1,2011,12,1
73,73555,1,2011,12,1
52,52835,1,2011,10,1
41,41359,1,2010,5,1
86,86568,1,2011,7,1
95,952,1,2011,11,1
23,2358,1,2011,8,1
73,73555,1,2011,12,1
52,52835,1,2011,2,1
27,27495,1,2011,5,1
27,27615,1,2011,10,1
52,52835,1,2011,2,1
41,4102,1,2011,11,1
73,73001,1,2011,10,1
5,5313,1,2011,6,1
19,19256,1,2011,2,1
54,54261,1,2011,8,1
54,548,1,2011,3,1
54,548,1,2011,3,1
73,73555,1,2011,7,2
5,5837,1,2012,2,1
27,27615,1,2012,2,1
52,52835,1,2011,10,1
52,52835,1,2011,10,1
52,52835,1,2011,10,1
52,52835,1,2011,10,1
52,52835,1,2011,10,1
54,54245,1,2008,12,2
5,579,1,2012,1,2
76,76563,1,2012,1,2
76,76563,1,2012,1,2
50,5037,1,2012,1,2
41,41668,1,2012,1,2
41,41206,1,2012,1,2
41,41206,1,2012,1,2
5,5361,1,2012,1,2
5,5361,1,2012,1,2
5,5361,1,2012,1,2
5,5361,1,2012,1,2
52,52835,1,2012,1,2
52,52835,1,2012,1,2
52,52835,1,2012,1,2
52,52835,1,2012,1,2
52,52835,1,2012,1,2
54,548,1,2012,1,2
50,504,1,2012,1,2
18,1815,1,2012,1,2
95,95015,1,2012,1,2
41,41078,1,2012,2,2
41,41078,1,2012,2,2
5,512,1,2012,2,2
5,512,1,2012,2,2
41,41078,1,2012,2,2
81,81065,1,2012,2,2
81,81065,1,2012,2,2
81,81065,1,2012,2,2
81,81065,1,2012,2,2
81,81065,1,2012,2,2
73,73168,1,2012,2,2
5,512,1,2012,2,2
73,73168,1,2012,2,2
52,52079,2,2011,12,2
73,73616,1,2011,10,2
41,41001,1,2011,11,2
19,19585,1,2010,7,1
23,23189,1,2011,5,1
19,19364,1,2012,2,1
19,19364,1,2012,2,1
19,19364,1,2012,2,1
5,5652,1,2005,11,1
5,5652,1,2006,6,1
52,52621,1,2011,12,2
52,52835,1,2011,12,2
5,5197,1,2005,7,2
5,5197,1,2005,7,2
5,5197,1,2005,7,2
5,5756,1,2005,4,2
5,5756,1,2005,5,2
5,5756,1,2005,9,2
5,5756,1,2005,3,2
5,5055,1,2005,5,2
76,7652,1,2012,2,2
76,7652,1,2012,2,2
73,73616,1,2012,2,2
86,86865,1,2012,2,2
76,7667,1,2012,2,2
5,5854,1,2012,3,2
5,512,1,2012,3,2
18,18753,1,2012,3,2
81,81591,1,2012,3,2
81,81591,1,2012,3,2
81,81591,1,2012,3,2
54,548,1,2012,3,2
54,548,1,2012,3,2
50,5037,1,2012,3,2
18,18592,1,2012,3,2
18,18592,1,2012,3,2
95,95001,1,2012,3,2
5,579,1,2012,3,2
17,17662,1,2007,10,1
5,5055,1,2007,2,2
5,5055,1,2007,2,2
5,5055,1,2007,2,2
81,81065,1,2010,11,1
73,73555,1,2011,11,1
18,18753,1,2012,3,2
73,73555,1,2011,11,1
73,73555,1,2011,11,1
50,5037,1,2012,3,2
73,73168,1,2012,3,2
27,278,1,2012,2,1
41,41668,1,2012,3,2
41,41206,1,2012,3,2
27,278,1,2012,3,1
27,278,1,2012,3,1
19,19364,1,2012,2,1
19,19364,1,2012,2,1
19,19364,1,2012,2,1
19,19364,1,2012,2,1
19,19364,1,2012,2,1
19,19364,1,2012,2,1
19,19364,1,2012,2,1
19,19364,1,2012,2,1
19,19364,1,2012,2,1
19,19364,1,2012,2,1
19,19364,1,2012,2,1
19,19364,1,2012,2,1
19,19364,1,2012,2,1
73,73616,1,2012,3,2
86,86865,1,2012,2,1
86,86865,1,2012,2,1
52,52356,1,2012,3,2
86,86865,1,2012,2,1
18,18256,1,2012,4,2
86,86865,1,2012,2,1
23,23807,1,2012,2,1
23,23807,1,2012,3,1
23,23807,1,2012,3,1
23,23807,1,2012,3,1
23,23807,1,2012,2,1
73,73616,1,2012,3,2
76,76563,1,2012,2,1
86,86757,1,2012,3,1
86,86568,1,2012,2,1
23,23807,1,2012,3,1
5,5854,1,2012,3,1
5,504,1,2012,3,1
52,52835,1,2012,1,2
86,86757,1,2012,3,1
81,81794,1,2012,2,1
73,73555,1,2011,11,1
19,19364,1,2012,2,1
50,5037,1,2012,3,2
52,52612,1,2009,1,1
52,52612,1,2011,11,1
52,52612,1,2005,7,1
52,52612,1,2007,2,1
52,52612,1,2006,6,1
52,52612,1,2005,7,1
52,52612,1,2009,6,1
52,52612,1,2007,11,1
52,52612,1,2006,3,1
52,52612,1,2006,4,1
52,52612,1,2006,11,1
52,52612,1,2011,8,1
52,52612,1,2006,6,1
52,52612,1,2007,7,1
5,5361,1,2012,3,2
18,18753,1,2012,3,2
13,13654,1,2007,7,2
13,13654,1,2007,7,2
18,18753,1,2012,3,2
18,18753,1,2012,3,2
50,5035,1,2012,4,2
50,5035,1,2012,4,2
50,5035,1,2012,4,2
23,23807,1,2012,4,2
18,18205,1,2012,2,1
76,76275,1,2012,4,2
54,548,1,2012,4,2
5,5134,1,2012,4,2
5,5134,1,2012,4,2
18,18592,1,2012,4,2
18,18592,1,2012,4,2
86,86757,1,2012,4,2
73,73675,1,2012,4,2
73,73675,1,2012,4,2
41,41378,1,2012,4,2
86,86757,1,2012,4,2
86,86757,1,2012,4,2
86,86757,1,2012,4,2
81,81065,1,2012,4,2
50,5035,1,2012,4,2
41,41206,1,2012,4,2
5,5234,1,2012,4,2
5,5234,1,2012,4,2
5,5234,1,2012,4,2
5,5234,1,2012,4,2
5,5234,1,2012,4,2
54,5467,1,2012,4,2
54,5467,1,2012,4,2
54,5467,1,2012,4,2
73,73616,1,2012,4,2
41,41396,1,2012,4,2
73,73616,1,2012,4,2
76,76275,1,2012,4,2
44,44035,1,2012,3,1
86,86757,1,2012,3,1
41,41078,1,2012,2,1
86,8632,1,2012,3,1
44,44035,1,2012,3,1
52,52612,1,2012,4,1
52,52612,1,2012,4,1
81,81794,1,2012,4,1
5,5667,1,2006,3,2
13,1316,1,2006,4,2
50,50711,1,2006,3,2
52,52612,1,2008,11,1
13,13244,1,2002,3,2
13,13244,1,2002,3,2
13,13244,1,2002,3,2
13,13244,1,2002,3,2
13,13894,1,2005,8,2
13,13894,1,2005,8,2
13,13894,1,2005,8,2
13,13894,1,2005,8,2
13,13244,1,2005,8,2
13,13244,1,2005,8,2
13,13244,1,2003,11,2
13,13244,1,2003,11,2
52,52079,1,2005,11,1
52,52079,1,2005,11,1
52,52079,1,2005,11,1
52,52079,1,2009,4,1
52,52079,1,2009,4,1
52,52079,1,2009,4,1
52,52079,1,2009,4,1
52,52385,1,2008,5,1
52,52385,1,2008,4,1
52,52233,1,2006,10,1
52,52233,1,2006,10,1
52,52233,1,2006,10,1
41,41799,1,2012,3,1
19,19473,1,2012,5,1
19,19473,1,2012,5,1
19,19473,1,2012,5,1
19,19473,1,2012,5,1
23,23807,1,2012,5,1
73,73352,1,2012,4,1
73,73352,1,2012,4,1
19,19364,1,2012,2,1
95,95001,1,2005,5,1
19,19364,1,2012,2,1
19,19455,1,2012,4,1
86,86568,1,2012,5,1
86,86568,1,2012,5,1
86,86573,1,2012,5,1
86,86568,1,2012,5,1
86,86568,1,2012,5,1
81,81794,1,2012,4,1
5,5107,1,2012,4,1
5,5107,1,2012,4,1
54,5481,1,2012,5,1
52,52079,1,2012,5,1
5,5315,1,2012,3,1
50,5037,1,2012,5,1
19,19455,1,2012,5,2
81,81065,1,2012,5,2
19,1978,1,2012,4,1
19,19212,1,2011,11,1
54,5467,1,2012,5,2
5,5234,1,2012,5,2
5,5854,1,2012,5,2
5,5854,1,2012,5,2
23,23807,1,2012,5,2
95,95015,1,2012,6,2
95,95015,1,2012,6,2
50,5037,1,2012,5,2
50,5037,1,2012,5,2
5,5854,1,2012,5,2
54,5481,1,2012,6,2
54,548,1,2012,5,2
18,18256,1,2012,5,2
18,18256,1,2012,5,2
73,73616,1,2012,5,2
18,18592,1,2012,5,2
76,76275,1,2012,5,2
76,76275,1,2012,5,2
41,41206,1,2012,6,2
5,548,1,2012,6,2
50,50251,1,2012,6,2
5,504,1,2012,6,2
68,68655,1,2002,1,1
19,19142,1,2012,6,2
41,41078,1,2012,6,2
18,18592,1,2012,6,2
54,548,1,2012,6,2
52,52079,1,2012,6,2
52,52079,1,2012,6,2
52,52079,1,2012,6,2
41,41078,1,2012,6,2
41,41078,1,2012,6,2
73,73168,1,2012,6,2
5,5361,1,2011,10,1
5,5854,1,2011,8,1
5,504,1,2010,5,1
52,52835,1,2011,2,1
52,52835,1,2011,2,1
52,52835,1,2011,6,1
52,52835,1,2011,6,1
52,52835,1,2011,6,1
52,52835,1,2011,10,1
52,52835,1,2011,9,1
52,52835,1,2011,9,1
52,52835,1,2011,9,1
52,52835,1,2011,9,1
52,52835,1,2011,10,1
52,52835,1,2012,1,1
5,566,1,2003,7,1
5,579,1,2009,9,1
52,52612,1,2012,6,1
86,86568,1,2012,6,1
27,27745,1,2012,7,1
5,5038,1,2010,6,1
5,5038,1,2010,6,1
73,73168,1,2012,6,2
23,23466,1,2012,6,2
19,19364,1,2012,2,1
5,512,1,2012,6,2
73,73168,1,2012,6,2
27,27745,1,2012,6,2
27,27745,1,2012,6,2
73,73168,1,2012,7,2
19,1905,1,2012,7,2
86,86568,1,2012,7,2
50,50251,1,2012,7,2
54,5425,1,2012,7,2
41,41078,1,2012,7,2
18,18753,1,2012,7,2
19,19256,1,2001,10,1
19,19256,1,2004,8,1
19,19142,1,2011,2,1
19,19821,1,1997,9,1
5,504,1,2012,7,2
73,73168,1,2012,7,2
18,18753,1,2012,7,2
18,18256,1,2012,5,2
18,1815,1,2012,5,2
52,52612,1,2003,2,1
52,52612,1,2011,8,1
86,86865,1,2012,7,1
19,1911,1,2011,3,2
19,1911,1,2011,3,2
19,1911,1,2011,3,2
19,19142,1,2010,8,1
19,19397,1,1997,2,1
81,81065,1,2012,5,2
5,5148,1,2004,9,2
5,54,1,2005,3,2
5,5148,1,2004,9,2
5,5148,1,2004,9,2
5,5148,1,2004,9,2
5,5148,1,2004,9,2
86,86568,1,2012,5,1
86,86573,1,2012,7,1
86,86001,1,2010,5,1
41,41078,1,2012,7,2
50,5059,1,2012,5,2
86,86568,1,2012,6,1
52,52612,1,2006,9,1
86,86568,1,2012,7,2
76,76275,1,2012,7,2
18,18592,1,2012,7,2
86,86568,1,2012,7,2
86,86568,1,2012,7,2
41,41206,1,2012,7,2
41,41206,1,2012,7,2
41,41206,1,2012,7,2
81,81065,1,2012,8,2
27,27001,1,2012,8,2
54,5481,1,2012,8,2
5,504,1,2012,7,2
23,23807,1,2001,3,1
86,86573,1,2012,7,1
5,5107,1,2012,4,1
5,5107,1,2012,4,1
5,5107,1,2012,4,1
5,5107,1,2012,4,1
5,5107,1,2012,4,1
5,5107,1,2012,4,1
52,52835,1,2012,6,1
52,52835,1,2012,6,1
52,52835,1,2012,6,1
52,52835,1,2012,6,1
52,52835,1,2012,6,1
52,52835,1,2012,6,1
52,52835,1,2012,6,1
52,52835,1,2012,6,1
73,73168,1,2012,8,2
5,525,1,2012,8,2
73,73168,1,2012,8,2
54,548,1,2012,8,2
5,5148,1,2004,7,2
5,5148,1,2004,7,2
5,5591,1,2005,1,1
73,73168,1,2012,8,2
50,5037,1,2012,8,2
86,86568,1,2012,1,1
52,52835,1,2012,8,1
50,5033,1,2012,6,1
50,5033,1,2012,6,1
27,278,1,2012,8,1
99,99773,1,2012,8,1
50,504,1,2012,7,1
86,86573,1,2012,7,1
52,52079,1,2012,5,1
5,5148,1,2006,6,2
5,5148,1,2006,6,2
5,5148,1,2006,9,2
5,5148,1,2006,9,2
5,5756,1,2007,4,2
5,525,1,2012,8,2
5,548,1,2012,7,2
18,18592,1,2012,8,2
18,18592,1,2012,8,2
18,18592,1,2012,8,2
86,86757,1,2012,8,2
41,41078,1,2012,8,2
18,18592,1,2012,8,2
5,525,1,2012,8,2
41,4102,1,2012,8,2
41,4102,1,2012,8,2
19,19455,1,2012,9,2
52,52356,1,2012,9,2
5,5647,1,2012,9,2
5,5647,1,2012,9,2
5,5647,1,2012,9,2
18,18753,1,2012,8,2
5,566,1,2004,6,1
5,566,1,2004,9,2
5,566,1,2005,3,2
5,566,1,2007,6,2
54,54245,1,2012,9,2
5,579,1,2012,9,2
18,1841,1,2012,9,2
41,41078,1,2012,9,2
73,73168,1,2012,9,2
50,5033,1,2012,9,2
50,5033,1,2012,9,2
18,1841,1,2012,9,2
18,18753,1,2012,9,2
86,86865,1,2012,9,2
86,86568,1,2012,9,2
86,86865,1,2012,2,1
86,86865,1,2012,2,1
86,86865,1,2012,2,1
23,23807,1,2012,3,1
86,86573,1,2012,7,1
86,86573,1,2012,7,1
50,50711,1,2010,4,1
50,50711,1,2010,4,1
50,50711,1,2010,4,1
50,50711,1,2010,4,1
50,50711,1,2010,4,1
50,50711,1,2010,4,1
50,50711,1,2010,4,1
76,76275,1,2012,7,1
86,86568,1,2012,8,1
41,4102,1,2012,8,1
5,5172,1,2012,9,1
73,73168,1,2012,9,1
73,73168,1,2012,9,1
73,73168,1,2012,9,1
73,73168,1,2012,9,1
73,73168,1,2012,9,1
86,86568,1,2012,9,2
5,566,1,2005,9,2
5,566,1,2005,9,2
5,5055,1,2007,10,2
5,5652,1,2007,3,2
5,5756,1,2005,3,2
5,5055,1,2004,3,2
5,5652,1,2004,1,2
5,5652,1,2004,1,2
5,5652,1,2004,1,2
5,5652,1,2004,1,2
5,5197,1,2007,5,1
5,5313,1,2006,7,2
5,5313,1,2004,3,2
5,5313,1,2004,3,2
5,5313,1,2004,3,2
54,548,1,2012,8,2
5,5736,1,2012,9,2
5,5736,1,2012,9,2
41,4102,1,2012,9,2
5,579,1,2012,9,2
41,41078,1,2012,9,2
41,41078,1,2012,10,2
73,73168,1,2012,10,2
5,512,1,2012,10,2
73,73168,1,2012,10,2
41,4102,1,2012,10,2
23,23807,1,2012,10,2
5,579,1,2012,3,1
52,52835,1,2012,8,1
52,52835,1,2012,8,1
52,52835,1,2012,8,1
86,86865,1,2012,9,1
86,86865,1,2012,9,1
86,86757,1,2012,11,1
86,86865,1,2012,9,1
86,86865,1,2012,9,1
86,86865,1,2012,9,1
5,5628,1,2012,10,1
5,5887,1,2012,10,1
52,52835,1,2012,8,1
52,52835,1,2012,8,1
52,52835,1,2012,8,1
52,52835,1,2012,8,1
23,23807,1,2012,3,1
5,579,1,2012,5,1
5,579,1,2012,6,1
54,54498,1,2012,10,1
54,54498,1,2012,10,1
5,579,1,2012,6,1
5,579,1,2012,6,1
52,52835,1,2012,8,1
86,86573,1,2012,10,1
86,86573,1,2012,10,1
86,86573,1,2012,10,1
5,579,1,2012,6,1
5,504,1,2012,8,1
5,504,1,2012,8,1
54,5481,1,2011,6,1
52,52835,1,2012,10,2
5,504,1,2012,10,2
76,76563,1,2012,10,2
5,5045,1,2012,10,2
18,18592,1,2012,10,2
5,5847,1,2012,11,2
5,5887,1,2012,11,2
41,4102,1,2012,10,2
52,52079,1,2012,11,2
52,52079,1,2012,11,2
52,52079,1,2012,11,2
52,52079,1,2012,11,2
73,73168,1,2012,11,2
19,19142,1,2012,11,2
52,52079,1,2012,11,2
5,579,1,2012,11,2
81,81065,1,2012,11,2
52,5254,1,2012,11,2
73,73168,1,2012,11,2
5,5031,1,2012,11,2
5,5031,1,2012,11,2
23,23466,1,2012,11,2
23,23466,1,2012,11,2
5,5031,1,2012,11,2
5,5854,1,2012,11,2
5,5854,1,2012,11,2
5,5854,1,2012,11,2
73,73616,1,2012,11,2
50,50711,1,2012,11,2
50,50711,1,2012,11,2
86,86569,1,2012,11,2
5,5854,1,2012,2,1
5,5361,1,2012,9,1
5,5854,1,2012,10,1
5,5837,1,2009,7,1
54,54245,1,2012,10,1
54,54245,1,2012,10,1
54,54245,1,2012,10,1
54,54245,1,2012,10,1
54,54245,1,2012,10,1
54,54245,1,2012,10,1
54,54245,1,2012,10,1
54,54245,1,2012,10,1
54,54245,1,2012,10,1
54,54245,1,2012,10,1
5,579,1,2012,4,1
81,81794,1,2012,11,2
76,76275,1,2012,11,2
54,54245,1,2012,11,2
76,76563,1,2012,12,2
76,76563,1,2012,12,2
81,81065,1,2012,12,2
54,54245,1,2012,12,2
5,5361,1,2012,2,1
52,5254,1,2012,11,1
52,5254,1,2012,11,1
54,5425,1,2012,11,1
54,5425,1,2012,11,1
54,5425,1,2012,11,1
54,5425,1,2012,11,1
52,52835,1,2012,11,1
23,23807,1,2012,3,1
86,86757,1,2012,11,1
86,86757,1,2012,11,1
86,86757,1,2012,11,1
86,86757,1,2012,11,1
18,18753,1,2012,12,1
5,504,1,2012,4,1
52,52356,1,2012,12,2
18,18592,1,2012,12,2
73,73168,1,2012,12,2
18,18592,1,2012,12,2
50,5033,1,2012,12,2
50,5033,1,2012,12,2
18,18256,1,2012,12,2
27,27745,2,2012,12,2
86,86568,1,2012,12,2
86,86568,1,2012,12,2
23,23807,1,2010,10,2
76,76275,1,2012,5,1
86,86865,1,2012,2,1
19,19142,1,2012,1,1
5,5361,1,2013,1,2
5,5361,1,2013,1,2
5,5361,1,2013,1,2
73,73624,1,2013,1,2
73,73624,1,2013,1,2
73,73624,1,2013,1,2
54,548,1,2013,1,2
41,4102,1,2013,1,2
5,5045,1,2013,1,2
52,52621,1,2012,6,2
52,52621,1,2012,6,2
52,52621,1,2012,6,2
52,52621,1,2012,6,2
52,52621,1,2012,6,2
52,52621,1,2012,6,2
52,52621,1,2012,6,2
52,52621,1,2012,6,2
52,52621,1,2012,6,2
52,52621,1,2012,6,2
5,579,1,2011,11,1
5,5361,1,2012,2,1
86,86568,1,2013,1,1
86,86865,1,2013,1,1
86,86568,1,2013,1,1
50,50711,1,2010,4,1
50,50711,1,2010,4,1
50,50711,1,2010,4,1
50,50711,1,2010,4,1
52,52621,1,2012,6,2
5,5649,1,2007,3,2
52,52621,1,2013,1,2
81,81591,1,2013,1,2
18,18753,1,2013,1,2
18,18753,1,2013,1,2
54,54206,1,2013,1,2
18,1841,1,2013,1,2
5,5652,1,2012,9,1
73,73124,1,2013,1,2
86,86568,1,2013,1,2
5,504,1,2013,1,2
86,86568,1,2013,1,2
52,52356,1,2013,1,2
50,504,1,2013,2,2
52,52356,1,2013,2,2
86,86568,1,2013,1,1
86,86568,1,2013,1,1
81,81794,1,2013,2,2
5,5107,1,2013,2,2
5,5031,1,2013,2,2
5,5031,1,2013,2,2
81,81065,1,2013,2,2
81,81065,1,2013,2,2
54,548,1,2013,2,2
50,50251,1,2013,2,2
50,50251,1,2013,2,2
5,5234,1,2013,2,2
41,41206,1,2013,2,2
54,5472,1,2013,2,2
54,5472,1,2013,2,2
5,5234,1,2013,2,2
5,5234,1,2013,2,2
5,5234,1,2013,2,2
81,81065,1,2013,2,2
81,81065,1,2013,2,2
11,11001,1,2013,2,2
18,18592,1,2013,2,2
27,27001,1,2013,2,2
5,5031,1,2013,2,2
23,2358,1,2013,2,2
5,5107,1,2013,1,1
5,5107,1,2013,1,1
5,512,1,2013,1,1
5,512,1,2013,1,1
19,19473,1,2013,2,1
86,86568,1,2013,1,1
5,5045,1,2013,1,1
5,5107,1,2013,1,1
81,81065,1,2013,1,1
5,5887,1,2013,1,1
54,548,1,2013,2,2
86,86568,1,2013,1,2
52,52621,1,2013,2,2
76,7652,1,2013,2,2
95,95001,1,2013,2,2
81,81065,1,2013,2,2
5,5031,1,2013,2,2
81,81065,1,2013,3,2
54,5472,1,2013,3,2
54,5472,1,2013,3,2
23,23807,1,2013,3,2
50,5033,1,2013,3,2
5,5667,1,2006,3,2
5,5483,1,2006,11,2
17,17662,1,2005,4,1
5,5667,1,2007,12,2
5,5667,1,2007,3,2
13,13244,1,2007,4,2
70,70508,1,2005,8,2
70,70508,1,2005,8,2
18,18753,1,2013,1,2
25,25394,1,2003,6,2
23,23189,1,2006,5,1
18,18592,1,2012,5,2
86,86568,1,2008,2,2
5,5361,1,2007,5,2
73,73555,1,2006,11,2
73,73168,1,2006,2,2
81,81065,1,2009,1,2
52,52835,1,2012,8,1
18,18592,1,2008,12,2
81,81794,1,2006,9,2
5,579,1,2009,7,2
5,5736,1,2013,2,2
5,579,1,2010,6,2
5,5854,1,2009,3,1
50,5037,1,2009,2,1
50,50683,1,2009,2,1
50,5033,1,2009,2,1
52,52678,1,2009,2,1
19,19701,1,2009,4,1
5,5854,1,2009,3,1
5,579,1,2012,1,2
18,18753,1,2012,3,2
76,76563,1,2011,12,2
54,548,1,2012,4,2
20,2057,1,2005,10,1
20,2057,1,2005,10,1
86,86568,1,2013,2,1
85,8501,1,2013,1,1
5,5107,1,2013,2,1
5,5107,1,2013,2,1
5,5107,1,2013,2,1
5,5107,1,2013,2,1
5,5107,1,2013,2,1
5,5107,1,2013,2,1
5,5107,1,2013,2,1
5,5107,1,2013,2,1
5,5107,1,2013,2,1
5,5107,1,2013,2,1
5,5361,1,2013,2,1
86,86568,1,2013,3,1
86,86568,1,2013,3,1
86,86568,1,2013,3,2
5,5361,1,2013,3,2
86,86568,1,2013,3,2
18,18592,1,2013,1,2
76,76233,1,2013,3,2
5,5361,1,2013,3,2
18,18753,1,2013,3,2
52,52612,1,2013,3,2
81,81065,1,2013,3,2
81,81065,1,2013,3,2
86,86568,1,2013,4,2
20,2057,1,2005,2,1
20,2057,1,2005,2,1
20,2057,1,2005,2,1
85,8501,1,2013,4,2
50,5037,1,2013,4,2
18,18592,1,2013,4,2
5,579,1,2013,4,2
5,579,1,2013,4,2
27,27787,1,2013,4,2
86,86568,1,2013,2,1
86,86568,1,2013,3,1
