codigodanedepartamento,codigodanemunicipio,tipoarea,ano,mes,condicion
18,18479,1,2001,6,2
18,18479,1,2001,6,2
50,5035,1,2006,7,2
50,5035,1,2006,7,2
52,5254,1,2006,5,1
5,5134,1,2006,3,1
5,5197,1,2,6,1
23,23807,1,2008,1,2
23,23807,1,2008,1,2
5,548,1,2007,4,2
50,5059,1,2007,9,1
17,17653,1,2004,8,2
15,1579,1,2006,11,1
13,13001,1,1999,3,1
5,5858,1,2002,12,2
68,68235,1,1992,1,1
5,579,1,2005,7,1
95,95015,1,2005,1,2
95,95015,1,2005,1,2
5,566,1,2003,1,2
23,23807,1,2008,1,2
86,86568,1,2003,7,2
13,1367,1,2007,8,2
5,579,1,2005,11,1
5,5652,1,2006,7,2
13,13894,1,2004,4,1
41,4102,1,2006,2,2
18,18256,1,2003,7,2
5,5736,1,2001,7,2
5,5736,1,2001,7,2
5,5736,1,2001,7,2
5,5649,1,2006,3,2
5,5649,1,2006,3,2
19,191,1,2001,12,1
13,13688,1,2,1,1
5,5543,1,2005,2,1
50,504,1,2003,4,2
50,504,1,2003,4,2
50,504,1,2003,4,2
68,68444,1,1993,2,1
68,68444,1,1993,2,1
68,68081,1,1992,4,2
68,68081,1,1992,4,2
68,68081,1,1992,4,2
68,68081,1,1992,4,2
54,54344,1,2004,6,2
54,54344,1,2004,6,2
54,54344,1,2004,6,2
25,25823,1,2003,3,1
5,5134,1,2003,4,2
5,5649,1,2006,10,2
5,5649,1,2006,10,2
50,50686,1,2001,11,2
50,50686,1,2001,11,2
50,50686,1,2001,11,2
50,50686,1,2001,11,2
50,50686,1,2001,11,2
5,566,1,2004,9,2
54,548,1,2005,2,2
54,548,1,2005,2,2
54,548,1,2005,2,2
54,548,1,2005,2,2
54,548,1,2005,2,2
41,41524,1,2008,3,1
41,41524,1,2008,3,1
97,97001,1,2004,3,1
17,17013,1,2006,2,2
19,19075,1,2006,12,2
5,566,1,2004,5,1
5,5887,1,2001,8,1
50,50711,1,2005,6,1
13,1316,1,2006,1,1
73,73555,1,2005,12,2
19,19701,1,2006,4,2
19,19701,1,2006,4,2
19,19701,1,2006,4,2
52,52699,1,2008,4,2
81,8122,1,2003,3,2
81,8122,1,2003,3,2
81,8122,1,2003,3,2
81,8122,1,2003,3,2
81,8122,1,2003,3,2
54,5425,1,2002,9,1
54,5425,1,2002,9,1
5,5686,1,2001,12,1
5,5652,1,2005,3,1
5,5652,1,2005,3,1
5,5652,1,2005,3,1
5,5652,1,2005,3,1
5,5541,1,2004,3,2
81,81001,1,2007,8,2
81,81001,1,2007,8,2
81,81001,1,2007,8,2
81,81001,1,2007,8,2
81,81001,1,2007,8,2
73,73555,1,2007,4,2
68,68689,1,1992,3,1
5,512,1,1996,10,2
5,548,1,1998,5,1
5,548,1,1998,5,1
5,548,1,1998,5,1
5,548,1,1998,5,1
5,548,1,1998,5,1
5,548,1,1998,5,1
5,548,1,1998,5,1
54,54003,1,1994,3,2
20,20228,1,2005,4,2
20,20228,1,2005,4,2
68,68307,1,2003,12,1
5,504,1,2006,9,1
50,50711,1,2005,5,2
50,50711,1,2005,5,2
20,204,1,2004,3,2
20,204,1,2004,3,2
20,204,1,2004,3,2
20,204,1,2004,3,2
20,204,1,2004,3,2
17,17013,1,1994,8,1
52,52612,1,2007,12,2
54,5425,1,2007,3,2
54,5425,1,2007,3,2
5,5893,1,2002,10,1
18,18753,1,2006,8,2
81,81065,1,2004,1,2
5,566,1,2004,10,2
5,566,1,2004,10,2
5,566,1,2004,10,2
5,5893,1,1995,1,1
5,5893,1,1995,1,1
50,5059,1,2005,9,2
68,68081,2,1993,12,2
68,68081,2,1993,12,2
73,73675,1,2007,4,2
73,73555,1,2006,11,2
41,41006,1,2003,3,2
13,13688,1,1997,11,1
13,13688,1,1997,11,1
13,13688,1,1997,11,1
13,13688,1,1997,11,1
50,50683,1,2006,2,2
41,41078,1,2008,3,2
41,41078,1,2008,3,2
54,5481,1,2008,1,2
54,5481,1,2008,1,2
54,5481,1,2008,1,2
54,5481,1,2008,1,2
23,23807,1,2008,4,2
73,73555,1,2007,10,2
73,73555,1,2007,10,2
19,191,1,2002,4,1
73,73043,1,1991,1,2
5,5652,1,2001,6,1
95,95015,1,2007,3,2
19,191,1,2004,11,2
5,548,1,2003,11,1
81,81794,1,2007,3,2
50,5035,1,2004,9,2
13,13654,1,2007,3,1
15,15518,1,2006,1,2
15,15518,1,2006,1,2
5,5234,1,2008,2,2
5,5234,1,2008,2,2
5,5854,1,2006,4,2
15,15244,1,2001,11,1
5,5887,1,2002,2,2
86,86571,1,2004,1,2
50,50568,1,2004,11,2
68,68689,1,1991,11,2
68,68689,1,1991,11,2
68,68689,1,1991,11,2
13,13458,1,2002,8,1
13,13458,1,2002,8,1
13,13458,1,2002,8,1
76,76001,1,2002,1,2
76,76001,1,2002,1,2
76,76001,1,2002,1,2
76,76001,1,2002,1,2
76,76001,1,2002,1,2
76,76001,1,2002,1,2
76,76001,1,2002,1,2
76,76001,1,2002,1,2
76,76001,1,2002,1,2
76,76001,1,2002,1,2
76,76001,1,2002,1,2
5,5197,1,2004,6,1
17,17446,1,2006,11,2
5,5604,1,2003,2,1
5,5313,1,2005,7,1
76,76275,1,2007,9,2
73,73168,1,2006,8,1
73,73168,1,2006,8,1
13,13001,1,2002,5,1
54,54109,1,2005,12,2
54,54109,1,2005,12,2
54,54109,1,2005,12,2
54,54109,1,2005,12,2
54,54109,1,2005,12,2
54,54109,1,2005,12,2
54,54498,1,2002,8,2
20,20011,1,1994,7,2
54,54498,1,2002,8,2
54,54498,1,2002,8,2
54,54498,1,2002,8,2
54,54498,1,2002,8,2
54,5472,1,2002,9,2
54,54344,1,2005,7,2
81,81065,1,2001,2,1
5,5756,1,2006,6,2
17,17662,1,2005,12,1
5,5736,2,1995,4,2
5,5736,2,1995,4,2
5,5055,1,2005,3,1
5,5055,1,2005,3,1
5,5055,1,2005,3,1
5,5361,1,2005,5,1
5,5361,1,2005,5,1
76,76111,1,2007,2,2
76,76111,1,2007,2,2
76,76111,1,2007,2,2
76,76111,1,2007,2,2
76,76111,1,2007,2,2
76,76111,1,2007,2,2
76,76111,1,2007,2,2
5,5055,1,2002,10,1
41,4102,1,2006,1,2
25,25339,1,2003,12,2
18,1841,1,2006,11,1
20,20011,1,1994,7,2
54,54398,1,2006,5,2
54,54398,1,2006,5,2
5,5667,1,2002,5,2
19,19256,1,2005,8,2
19,19256,1,2005,8,2
5,548,1,1993,9,1
5,548,1,1993,9,1
5,548,1,1993,9,1
5,548,1,1993,9,1
5,548,1,1993,9,1
5,548,1,1993,9,1
5,548,1,1993,9,1
13,1367,1,1994,3,2
13,1367,1,1994,3,2
13,1367,1,1994,3,2
13,1367,1,1994,3,2
13,1367,1,1994,3,2
13,1367,1,1994,3,2
13,1367,1,1994,3,2
13,1367,1,1994,3,2
13,1367,1,1994,3,2
13,1367,1,1994,3,2
13,1367,1,1994,3,2
13,1367,1,1994,3,2
5,5649,1,2005,1,2
5,5649,1,2005,1,2
50,5035,1,2004,9,2
50,5035,1,2004,9,2
50,5035,1,2004,9,2
13,13744,1,2005,3,1
13,13458,1,1991,4,1
81,81065,1,2007,4,1
86,86571,1,2007,10,1
86,86571,1,2007,10,1
86,86571,1,2007,10,2
86,86571,1,2007,10,1
86,86571,1,2007,10,1
86,86571,1,2007,10,1
86,86571,1,2007,10,1
86,86571,1,2007,10,1
86,86571,1,2007,10,2
86,86571,1,2007,10,1
5,566,1,2006,7,2
68,68689,1,2003,1,2
68,68689,1,2003,1,2
68,68689,1,2003,1,2
81,81736,1,2004,12,2
50,50683,1,2006,4,1
47,47001,1,2001,6,1
5,5652,1,2005,7,2
5,5652,1,2005,7,2
5,5652,1,2005,7,2
5,5652,1,2005,7,2
5,5652,1,2005,7,2
18,18753,1,2007,3,2
54,54206,1,2002,8,2
54,54206,1,2002,8,2
54,54206,1,2002,8,2
50,5035,1,2006,3,1
50,5035,1,2006,3,1
50,50711,1,2006,1,1
81,81794,1,2006,12,2
68,6832,1,2003,12,1
73,73563,1,2005,4,2
73,73563,1,2005,4,2
68,6878,1,2002,3,1
25,25438,1,1998,9,2
25,25394,1,2002,12,1
5,5495,1,2005,4,1
54,5425,1,2007,12,2
54,5425,1,2007,12,2
54,5425,1,2007,12,2
54,5425,1,2007,12,2
5,5001,1,2004,5,1
5,504,1,1999,6,1
52,52079,1,2005,11,1
52,52079,1,2005,11,1
25,25649,1,2002,7,1
5,5649,1,2004,7,1
81,81065,1,2007,5,2
54,54344,1,2001,7,2
5,504,1,2004,10,2
5,5736,1,1995,2,2
50,50683,1,2007,1,1
18,1846,1,2002,3,1
68,68081,1,1992,7,2
68,68081,1,1992,7,2
68,68081,1,1992,7,2
52,5254,1,2006,9,1
52,5254,1,2006,9,1
50,50711,1,2004,4,1
13,13657,1,2007,6,2
23,2358,1,2007,4,1
25,25438,1,2002,3,2
5,5313,1,2003,11,1
5,5313,1,2003,11,1
5,5313,1,2003,11,1
5,5847,1,2,11,2
5,5475,1,2004,4,1
95,95001,1,2006,8,2
95,95001,1,2006,8,2
95,95001,1,2006,8,2
5,5854,1,2006,5,2
5,5854,1,2006,5,2
5,5854,1,2006,5,2
5,5854,1,2006,5,2
5,5854,1,2006,5,2
5,5854,1,2006,5,2
5,5854,1,2006,5,2
5,5854,1,2006,5,2
5,5854,1,2006,5,2
5,5854,1,2006,5,2
5,5854,1,2006,5,2
50,5033,1,2005,4,1
18,18256,1,2004,12,1
73,73124,1,2005,5,2
73,73124,1,2005,5,2
73,73124,1,2005,5,2
73,73124,1,2005,5,2
73,73124,1,2005,5,2
73,73124,1,2005,5,2
73,73124,1,2005,5,2
73,73124,1,2005,5,2
5,5483,1,2003,2,1
68,68745,1,2002,6,1
68,68745,1,2002,6,1
68,68745,1,2002,6,1
86,8676,1,1992,11,2
19,19701,1,2003,10,2
18,1846,1,2007,9,2
54,548,1,2006,5,2
13,13244,1,2004,7,2
13,13244,1,2004,7,2
5,5021,1,2,5,1
15,15518,1,2004,6,2
15,15518,1,2004,6,2
41,4102,1,2007,5,2
54,548,1,2003,3,1
73,73236,1,2006,8,2
73,73236,1,2006,8,2
73,73236,1,2006,8,2
73,73236,1,2006,8,2
50,50001,1,2004,10,1
54,548,1,2005,9,2
52,52678,1,2006,9,1
73,73168,1,2007,6,2
73,73168,1,2007,6,1
19,19364,1,2006,3,2
19,19364,1,2006,3,2
19,19364,1,2006,3,2
44,4409,1,2005,4,2
44,4409,1,2005,4,2
19,19473,1,2006,5,2
19,19473,1,2006,5,2
19,19473,1,2006,5,2
19,19473,1,2006,5,2
19,19473,1,2006,5,2
19,19473,1,2006,5,1
19,19473,1,2006,5,2
19,19473,1,2006,5,2
19,19473,1,2006,5,2
19,19473,1,2006,5,2
19,19473,1,2006,5,2
19,19473,1,2006,5,2
19,19473,1,2006,5,2
19,19473,1,2006,5,1
5,579,1,2004,4,1
5,5364,1,2004,3,1
18,18753,1,2007,9,2
13,1367,1,1992,7,2
85,8501,1,2007,2,2
13,13657,1,2006,11,2
13,13657,1,2006,11,2
54,548,1,2006,8,2
97,97001,1,2005,10,1
97,97001,1,2005,10,1
68,68385,1,2003,3,2
5,5649,1,2007,1,2
17,17662,1,2002,4,1
17,17662,1,2002,4,1
5,569,1,2001,10,1
5,5197,1,2003,6,2
23,23807,1,2007,8,1
85,85125,1,2007,2,2
13,13473,1,1995,3,2
13,13473,1,1995,3,2
13,13473,1,1995,3,2
13,13473,1,1995,3,2
13,13473,1,1995,3,2
13,13473,1,1995,3,2
13,13473,1,1995,3,2
13,13473,1,1995,3,2
13,13473,1,1995,3,2
13,13473,1,1995,3,2
5,5475,1,2002,7,1
81,81065,1,2005,4,1
81,81065,1,2005,4,2
81,81065,1,2005,4,1
81,81065,1,2005,4,2
68,68296,1,1997,2,1
23,2358,1,2008,2,1
23,2358,1,2008,2,1
23,2358,1,2008,2,1
23,2358,1,2008,2,1
23,2358,1,2008,2,1
54,548,1,2006,2,2
54,548,1,2006,2,2
54,548,1,2006,2,2
50,5027,1,2,6,2
50,5027,1,2,6,2
81,81794,1,2007,1,2
81,81794,1,2007,1,2
54,54051,1,2002,8,1
50,50683,1,2004,10,1
50,50683,1,2004,10,1
50,50683,1,2004,10,1
50,50683,1,2004,10,1
5,5591,1,1996,4,1
5,5591,1,1996,4,1
18,18753,1,2003,5,2
18,18753,1,2003,5,2
50,50001,1,2,12,2
5,5361,1,2005,1,2
5,5756,1,2003,5,1
73,73236,1,2006,2,2
68,68385,1,2,10,1
81,813,1,2,1,1
20,20001,1,2005,10,1
97,97001,1,2003,6,1
81,81794,1,2007,7,2
5,589,1,2002,1,2
5,5483,1,2007,11,2
18,18753,1,2002,4,2
18,18753,1,2002,4,2
50,50006,1,2001,10,2
50,50006,1,2001,10,2
50,50006,1,2001,10,2
50,50711,1,2006,2,1
19,19698,1,2003,5,1
5,5604,1,2002,5,2
5,5604,1,2002,5,2
47,47288,1,2002,3,1
19,19821,1,2004,2,2
68,68773,1,2003,3,1
86,86568,1,2002,10,2
19,19455,1,2007,1,2
81,81794,1,2005,3,1
5,504,1,2008,2,1
5,504,1,2008,2,1
5,504,1,2008,2,1
5,504,1,2008,2,1
5,504,1,2008,2,1
5,504,1,2008,2,1
5,504,1,2008,2,1
5,5361,1,2005,9,1
5,5837,1,2003,3,1
54,54344,1,2006,12,2
25,25168,1,2002,8,2
68,68132,1,2003,3,1
5,5854,1,2005,9,2
5,5854,1,2005,6,2
5,5495,1,1993,4,1
13,1367,1,2001,4,1
13,13244,1,2004,8,2
13,13244,1,2004,8,2
73,73616,1,2007,1,2
73,73504,1,2007,1,2
73,73504,1,2007,1,2
73,73504,1,2007,1,2
73,73504,1,2007,1,2
73,73504,1,2007,1,2
73,73504,1,2007,1,2
73,73504,1,2007,1,2
15,15377,1,2,9,1
20,20238,2,1998,7,1
20,20238,2,1998,7,1
20,20238,2,1998,7,1
20,20238,2,1998,7,1
85,85015,1,2002,11,2
5,5313,1,2004,7,1
5,5652,1,2006,3,1
5,5854,1,2005,10,2
52,52079,1,2005,11,1
52,52079,1,2005,11,1
52,52079,1,2005,11,1
52,52079,1,2005,11,1
52,52079,1,2005,11,1
52,52079,1,2005,11,2
52,52079,1,2005,11,1
52,52079,1,2005,11,1
73,73504,1,2003,7,2
73,73504,1,2003,7,2
73,73504,1,2003,7,2
73,73504,1,2003,7,2
73,73504,1,2003,7,2
5,5895,1,2006,4,1
5,5045,1,1997,6,1
5,5045,1,1997,6,1
5,5045,1,1997,6,1
50,50711,1,2005,10,2
81,81065,1,2007,5,2
70,70508,1,2004,5,2
13,1367,1,2005,4,1
5,5197,1,2005,8,1
5,5649,1,2004,9,2
19,19517,1,2006,8,1
19,19517,1,2006,8,1
73,73067,1,2006,2,2
73,73067,1,2006,2,2
73,73067,1,2006,2,2
47,47189,1,2003,3,2
95,95001,1,1996,8,2
23,2358,1,2005,2,1
18,18001,1,2003,5,2
18,18001,1,2003,5,2
18,18001,1,2003,5,2
81,81794,1,2005,1,1
81,81794,1,2005,1,1
50,50711,1,2007,5,1
20,20228,1,2004,7,1
13,13894,1,2005,8,2
13,13894,1,2005,8,2
13,13894,1,2005,8,2
13,13894,1,2005,8,2
54,54344,1,2006,2,2
73,73616,1,2008,1,2
5,5756,1,2005,11,2
13,1367,1,2005,7,2
13,1367,1,2005,7,2
13,1367,1,2005,7,2
13,1367,1,2005,7,2
13,1367,1,2005,7,2
5,5361,1,2004,5,2
18,18753,1,2005,1,2
18,18753,1,2005,1,2
5,5756,1,2007,4,2
5,5756,1,2007,4,2
5,5756,1,2007,4,2
5,5649,1,2003,10,2
5,5649,1,2003,10,2
19,19701,1,2003,10,1
13,13473,1,1992,7,2
13,13473,1,1992,7,2
27,27372,1,2008,3,1
5,5756,1,2005,11,2
18,18753,1,2002,3,2
18,18753,1,2002,3,2
18,18753,1,2002,3,2
18,18753,1,2002,3,2
18,18753,1,2002,3,2
18,18753,1,2002,3,2
18,18753,1,2002,3,2
18,18753,1,2002,3,2
18,18753,1,2002,3,2
18,18753,1,2002,3,2
18,18753,1,2002,3,2
18,18753,1,2002,3,2
18,18753,1,2002,3,2
18,18753,1,2002,3,2
5,5837,1,1996,2,2
5,5147,1,2003,10,2
50,5035,1,2006,6,2
50,5035,1,2006,6,2
50,50711,1,2006,1,1
50,50711,1,2005,4,1
73,73504,1,2007,11,2
73,73504,1,2007,11,2
73,73504,1,2007,11,2
73,73504,1,2007,11,2
73,73504,1,2007,11,2
73,73504,1,2007,11,2
73,73504,1,2007,11,2
73,73504,1,2007,11,2
73,73504,1,2007,11,2
73,73504,1,2007,11,2
73,73504,1,2007,11,2
54,5481,1,2006,7,2
54,5481,1,2006,7,2
54,5481,1,2006,7,2
54,5481,1,2006,7,2
54,5481,1,2006,7,2
54,5481,1,2006,7,2
54,5481,1,2006,7,2
54,5481,1,2006,7,2
54,5481,1,2006,7,2
54,5481,1,2006,7,2
54,5481,1,2006,7,2
54,5481,1,2006,7,2
54,5481,1,2006,7,2
54,5481,1,2006,7,2
54,5481,1,2006,7,2
54,5481,1,2006,7,2
54,5481,1,2006,7,2
23,23807,1,2004,10,2
54,5425,1,2003,4,2
68,68745,1,2003,11,1
86,86568,1,2002,11,2
5,5361,1,2003,8,1
5,5134,1,2006,3,2
19,19137,1,1998,9,1
25,25871,1,2003,10,2
52,52612,1,2007,1,2
41,41306,1,2005,1,2
41,41306,1,2005,1,2
5,504,1,2008,5,2
18,1815,1,2004,7,2
20,20011,1,1996,4,1
68,68655,1,2007,2,2
68,68655,1,2007,2,2
19,19137,1,2004,2,2
19,19137,1,2004,2,2
19,19364,1,2002,8,1
41,41206,1,2008,3,2
41,41206,1,2008,3,2
54,54239,2,2004,2,1
97,97001,1,2,4,1
50,5059,1,2003,2,2
50,5059,1,2003,2,2
68,6878,1,2004,1,2
5,566,1,2002,11,2
5,566,1,2002,11,2
54,548,1,2008,3,2
13,13688,1,2007,8,2
50,5059,1,2004,3,1
13,13654,1,2002,12,1
19,1913,1,2001,9,1
13,13654,1,2002,12,1
5,5756,1,2005,7,1
5,5893,1,2007,7,2
5,5893,1,2007,7,2
5,5893,1,2007,7,2
5,5893,1,2007,7,2
13,13212,1,2004,2,1
68,68081,1,1998,10,1
52,52233,1,2006,8,1
25,25019,1,2002,12,1
54,54344,1,2006,2,2
5,5055,1,2005,3,2
52,52233,1,2006,7,1
13,13688,1,2001,1,1
68,68001,2,1993,10,1
5,5652,2,2002,2,1
19,19517,1,2006,1,1
19,19517,1,2006,1,1
5,5604,1,2002,9,2
52,52418,1,2006,1,1
5,5234,1,2007,6,2
13,1367,1,1996,8,1
5,525,1,2001,7,1
5,525,1,2001,7,1
5,5652,1,2004,8,1
54,54245,1,2002,12,1
13,13744,1,2006,11,2
13,13744,1,2006,11,2
50,50711,1,2003,11,1
68,68132,1,2002,2,1
5,5652,1,2005,5,2
5,5652,1,2005,5,2
5,5652,1,2005,5,2
73,73124,1,1992,12,2
54,5467,1,2006,10,2
52,52835,1,2007,12,2
73,73616,1,2007,5,2
50,50711,1,2005,10,2
50,50711,1,2005,10,2
50,50711,1,2005,10,2
50,50711,1,2005,10,2
50,50711,1,2005,10,2
50,50711,1,2005,10,2
50,50711,1,2005,10,2
50,50711,1,2005,10,2
13,13688,1,2,10,1
15,1555,1,2006,9,2
15,15531,1,1994,1,2
15,15531,1,1994,1,2
13,13654,1,2005,11,1
5,5658,1,2004,2,1
5,5658,1,2004,2,1
5,5658,1,2004,2,1
19,1945,1,2007,11,2
5,5652,1,2004,1,1
5,5604,1,1997,9,2
5,5604,1,1997,9,2
5,5604,1,1997,9,2
5,5604,1,1997,9,2
17,17662,1,2004,12,2
19,19698,1,2005,4,2
13,13654,1,2007,3,2
5,504,1,2005,9,2
5,504,1,2005,9,1
86,86571,1,2005,8,2
50,5035,1,2006,8,1
50,5035,1,2006,8,1
50,5035,1,2006,8,1
50,5035,1,2006,8,1
50,5035,1,2006,8,1
50,5035,1,2006,8,1
50,5035,1,2006,8,1
50,5035,1,2006,8,1
50,5035,1,2006,8,1
50,5035,1,2006,8,1
50,5035,1,2006,8,1
50,5035,1,2006,8,1
13,1381,1,2003,10,2
25,25168,1,2002,10,2
25,25168,1,2002,10,2
68,68081,1,2001,3,1
68,6878,1,2002,10,2
68,6878,1,2002,10,2
68,6878,1,2002,10,2
5,5361,1,2007,4,2
50,50711,1,2006,2,1
54,54398,1,2002,10,1
54,54398,1,2002,10,1
54,54398,1,2002,10,1
54,54398,1,2002,10,1
54,5425,1,2001,11,1
18,18592,1,2007,3,2
18,18592,1,2007,3,2
18,18592,1,2007,3,2
18,18592,1,2007,3,2
5,589,1,1992,9,1
5,589,1,1992,9,1
5,589,1,1992,9,1
5,589,1,1992,9,1
52,5254,1,2005,7,1
50,50683,1,2003,10,1
50,50711,1,2005,5,2
50,50711,1,2005,5,2
23,2358,1,2008,3,1
5,5649,1,2006,8,1
13,13244,1,2005,3,2
73,73624,1,2002,5,2
73,73624,1,2002,5,2
73,73624,1,2002,5,2
73,73624,1,2002,5,2
73,73624,1,2002,5,2
18,1846,1,2004,2,2
18,1846,1,2004,2,2
5,5361,1,2005,9,2
54,548,1,2003,9,2
5,5234,1,2005,2,2
5,5234,1,2005,2,2
5,5234,1,2005,2,2
5,5234,1,2005,2,2
5,5234,1,2005,2,2
5,5234,1,2005,2,2
5,5234,1,2005,2,2
5,5234,1,2005,2,2
5,5234,1,2005,2,2
19,19455,1,1995,10,2
19,19455,1,1995,10,2
19,19455,1,1995,10,2
5,5197,1,2003,12,1
5,566,1,2003,11,2
5,566,1,2003,11,2
5,566,1,2003,11,2
5,566,1,2003,11,2
5,566,1,2003,11,2
5,566,1,2003,11,2
54,5468,1,2006,8,2
81,81065,1,2005,7,2
25,2512,1,2,6,2
25,2512,1,2,6,2
19,19256,1,2007,12,1
52,52079,1,2005,11,1
52,52079,1,2005,11,1
13,1367,1,1992,6,2
5,5134,1,2003,8,2
17,17662,1,2007,12,2
18,18256,1,2007,10,2
13,1367,1,1992,7,2
13,1367,1,1992,7,2
52,52612,1,2007,1,1
52,52612,1,2007,1,1
68,68655,1,2,10,1
50,504,1,2003,4,2
50,504,1,2003,4,2
18,1815,1,2004,10,2
18,1815,1,2004,10,2
18,1815,1,2004,10,2
18,1815,1,2004,10,2
5,5002,1,2005,5,2
18,1815,1,2004,8,2
5,566,1,2006,6,2
50,5059,1,2004,1,2
81,81794,1,2008,2,2
50,50711,1,2004,3,1
17,17662,1,2004,6,2
17,17662,1,2004,6,2
52,5254,1,2007,3,1
95,95001,1,1994,8,2
5,5284,1,2007,3,2
19,19693,1,2007,4,1
5,5667,1,2006,1,1
5,5001,2,1999,3,1
5,5001,2,1999,3,1
50,5035,1,2007,9,2
50,5035,1,2007,9,2
50,5035,1,2007,9,2
19,19585,1,2002,10,1
19,19585,1,2002,10,1
19,19585,1,2002,10,1
19,19585,1,2002,10,1
19,19585,1,2002,10,1
5,5652,1,2005,3,1
15,15377,1,2006,12,2
15,15377,1,2006,12,2
50,5059,1,2004,2,1
5,5045,1,2003,4,2
5,5045,1,2003,4,2
52,5254,1,2006,10,1
5,504,1,2007,11,1
81,81065,1,1991,12,2
81,81065,1,1991,12,2
81,81065,1,1991,12,2
81,81065,1,1991,12,2
81,81065,1,1991,12,2
81,81065,1,1991,12,2
81,81065,1,1991,12,2
81,81065,1,1991,12,2
95,95001,1,2004,5,2
25,25823,1,2003,8,1
5,5125,1,2003,8,2
52,52678,1,2006,3,1
19,1913,1,2001,9,1
19,1913,1,2001,9,1
19,1913,1,2001,9,1
50,50711,1,2006,10,1
50,50711,1,2006,10,1
73,73168,1,2004,6,1
73,73168,1,2004,6,1
73,73168,1,2004,6,1
23,2358,1,2005,12,2
54,548,1,2005,11,2
5,5321,1,2003,5,2
5,5321,1,2003,5,2
5,5321,1,2003,5,2
5,5321,1,2003,5,2
86,86885,1,2006,11,2
54,5481,1,2002,10,1
50,50577,1,2005,2,1
50,50686,1,2006,1,1
50,50686,1,2006,1,1
50,50686,1,2006,1,1
5,566,1,2004,10,2
5,566,1,2004,10,2
5,566,1,2004,10,2
5,566,1,2004,10,2
52,52835,1,2005,12,1
52,52835,1,2005,12,1
52,52835,1,2005,12,1
52,52835,1,2005,12,1
52,52835,1,2005,12,1
52,52835,1,2005,12,1
52,52835,1,2005,12,1
52,52835,1,2005,12,1
52,52835,1,2005,12,1
52,52835,1,2005,12,1
19,19693,1,2004,3,1
19,19693,1,2004,3,1
17,17662,1,2007,4,2
17,17662,1,2007,4,2
17,17662,1,2007,4,2
5,5649,1,2002,12,1
5,504,1,2006,9,1
54,54001,1,2006,8,1
13,13473,1,1991,10,2
13,13473,1,1991,10,2
17,17662,1,2003,1,1
81,81794,1,2005,1,2
81,81794,1,2005,1,2
81,81794,1,2005,1,2
81,81794,1,2005,1,2
5,589,1,2003,2,1
50,50711,1,2007,7,2
50,50711,1,2007,7,2
52,52699,1,2007,4,2
13,13549,1,2,8,2
13,13549,1,2,8,2
25,25168,1,2002,8,1
70,7023,2,2002,10,2
70,7023,2,2002,10,2
5,5649,1,2005,3,1
5,5652,1,2001,7,1
73,73616,1,2007,5,2
73,73616,1,2007,5,2
73,73616,1,2007,5,2
18,18001,2,1995,11,1
18,18001,2,1995,11,1
81,81794,1,2004,4,2
54,548,1,2005,8,1
54,548,1,2005,8,1
54,548,1,2005,8,1
54,548,1,2005,8,1
19,19256,1,2001,7,1
81,81794,1,1999,8,1
81,81794,1,1999,8,1
41,41078,1,2005,4,2
5,5887,1,2003,7,2
5,5887,1,2003,7,2
5,5887,1,2003,7,2
19,19256,1,2003,7,2
19,19256,1,2003,7,2
19,19256,1,2003,7,2
5,5021,1,2004,12,2
5,5021,1,2004,12,2
54,5467,1,2008,2,2
5,504,1,2006,10,2
13,13688,1,2002,4,1
5,5652,1,2005,5,2
18,18753,1,2003,10,2
18,18753,1,2003,10,2
5,5649,1,2001,11,2
18,18753,1,2003,10,2
18,18753,1,2003,10,2
50,5035,1,2004,10,2
15,15047,1,1992,3,2
15,15047,1,1992,3,2
15,15047,1,1992,3,2
5,5895,1,2006,9,1
25,25258,1,2003,7,2
25,25258,1,2003,7,2
25,25258,1,2003,7,2
5,5541,1,2,8,2
5,5361,1,2003,8,1
18,18753,1,2004,6,2
5,5197,1,2005,8,1
52,52356,1,2006,3,2
52,52612,1,2005,9,2
52,52612,1,2005,9,2
5,5649,1,2002,4,2
5,5649,1,2002,4,2
5,5649,1,2002,4,2
5,5649,1,2002,4,2
97,97161,1,2005,2,2
44,4409,1,2006,2,2
44,4409,1,2006,2,2
44,4409,1,2006,2,2
44,4409,1,2006,2,2
5,5649,1,2001,11,2
5,5649,1,2001,11,2
5,5649,1,2001,11,2
5,5649,1,2005,5,1
5,5649,1,2005,5,1
5,5649,1,2005,5,1
52,52418,1,2006,2,1
52,52418,1,2006,2,1
52,52418,1,2006,2,1
52,52418,1,2006,2,1
52,52418,1,2006,2,1
50,50711,1,2005,6,1
50,50711,1,2005,6,1
50,50711,1,2005,6,1
50,50711,1,2005,6,1
50,50711,1,2005,6,1
50,50711,1,2005,6,1
50,50711,1,2005,6,1
50,50711,1,2005,6,1
50,50711,1,2005,6,1
50,50711,1,2005,6,1
50,50711,1,2005,6,1
50,50711,1,2005,6,1
50,50711,1,2005,6,1
50,50711,1,2005,6,1
50,50711,1,2005,6,1
50,50711,1,2005,6,1
50,50711,1,2005,6,1
50,50711,1,2005,6,1
50,50711,1,2005,6,1
50,50711,1,2005,6,1
50,50711,1,2005,6,1
50,50711,1,2005,6,1
50,50251,1,2003,7,1
50,50251,1,2003,7,1
50,5035,1,2006,11,2
5,5197,1,2002,11,1
